1504160669.596,GSRval,Res_people(KΩ),Num,:
1504160669.596,450,1567.94,0
1504160669.613,451,1574.17,0
1504160669.616,452,1580.42,0
1504160669.633,452,1580.42,0
1504160669.637,452,1580.42,0
1504160669.653,451,1574.17,0
1504160669.657,452,1580.42,0
1504160669.674,452,1580.42,0
1504160669.678,452,1580.42,0
1504160669.694,451,1574.17,0
1504160669.694,452,1580.42,0
1504160669.715,452,1580.42,0
1504160669.715,452,1580.42,0
1504160669.731,450,1567.94,0
1504160669.735,452,1580.42,0
1504160669.756,452,1580.42,0
1504160669.756,453,1586.69,0
1504160669.772,451,1574.17,0
1504160669.776,452,1580.42,0
1504160669.792,452,1580.42,0
1504160669.797,453,1586.69,0
1504160669.813,451,1574.17,0
1504160669.817,453,1586.69,0
1504160669.833,452,1580.42,0
1504160669.837,453,1586.69,0
1504160669.854,450,1567.94,0
1504160669.854,453,1586.69,0
1504160669.874,452,1580.42,0
1504160669.875,453,1586.69,0
1504160669.894,450,1567.94,0
1504160669.895,453,1586.69,0
1504160669.915,452,1580.42,0
1504160669.915,453,1586.69,0
1504160669.935,453,1586.69,0
1504160669.936,453,1586.69,0
1504160669.952,452,1580.42,0
1504160669.956,453,1586.69,0
1504160669.972,453,1586.69,0
1504160669.977,453,1586.69,0
1504160669.993,452,1580.42,0
1504160669.997,453,1586.69,0
1504160670.013,453,1586.69,0
1504160670.017,453,1586.69,0
1504160670.034,452,1580.42,0
1504160670.037,453,1586.69,0
1504160670.054,453,1586.69,0
1504160670.058,453,1586.69,0
1504160670.074,452,1580.42,0
1504160670.075,453,1586.69,0
1504160670.095,453,1586.69,0
1504160670.095,454,1592.98,0
1504160670.111,452,1580.42,0
1504160670.116,454,1592.98,0
1504160670.132,453,1586.69,0
1504160670.136,454,1592.98,0
1504160670.152,452,1580.42,0
1504160670.156,454,1592.98,0
1504160670.173,453,1586.69,0
1504160670.177,454,1592.98,0
1504160670.194,452,1580.42,0
1504160670.197,454,1592.98,0
1504160670.214,454,1592.98,0
1504160670.217,454,1592.98,0
1504160670.234,452,1580.42,0
1504160670.234,454,1592.98,0
1504160670.255,454,1592.98,0
1504160670.255,455,1599.30,0
1504160670.275,454,1592.98,0
1504160670.275,455,1599.30,0
1504160670.295,454,1592.98,0
1504160670.295,455,1599.30,0
1504160670.316,455,1599.30,0
1504160670.316,455,1599.30,0
1504160670.332,454,1592.98,0
1504160670.336,455,1599.30,0
1504160670.353,455,1599.30,0
1504160670.357,455,1599.30,0
1504160670.373,454,1592.98,0
1504160670.377,455,1599.30,0
1504160670.393,454,1592.98,0
1504160670.397,455,1599.30,0
1504160670.414,453,1586.69,0
1504160670.414,455,1599.30,0
1504160670.434,454,1592.98,0
1504160670.434,455,1599.30,0
1504160670.455,453,1586.69,0
1504160670.455,455,1599.30,0
1504160670.475,454,1592.98,0
1504160670.476,455,1599.30,0
1504160670.492,453,1586.69,0
1504160670.496,454,1592.98,0
1504160670.512,454,1592.98,0
1504160670.516,455,1599.30,0
1504160670.532,452,1580.42,0
1504160670.536,454,1592.98,0
1504160670.553,453,1586.69,0
1504160670.557,454,1592.98,0
1504160670.573,454,1592.98,0
1504160670.577,453,1586.69,0
1504160670.594,453,1586.69,0
1504160670.597,453,1586.69,0
1504160670.614,453,1586.69,0
1504160670.618,453,1586.69,0
1504160670.634,452,1580.42,0
1504160670.635,453,1586.69,0
1504160670.655,452,1580.42,0
1504160670.655,452,1580.42,0
1504160670.671,451,1574.17,0
1504160670.676,452,1580.42,0
1504160670.692,451,1574.17,0
1504160670.696,451,1574.17,0
1504160670.712,450,1567.94,0
1504160670.716,451,1574.17,0
1504160670.733,450,1567.94,0
1504160670.736,450,1567.94,0
1504160670.753,449,1561.74,0
1504160670.757,450,1567.94,0
1504160670.774,449,1561.74,0
1504160670.777,449,1561.74,0
1504160670.794,447,1549.39,0
1504160670.794,448,1555.56,0
1504160670.814,447,1549.39,0
1504160670.815,447,1549.39,0
1504160670.835,445,1537.13,0
1504160670.835,447,1549.39,0
1504160670.855,446,1543.25,0
1504160670.856,446,1543.25,0
1504160670.872,444,1531.03,0
1504160670.876,445,1537.13,0
1504160670.892,444,1531.03,0
1504160670.896,444,1531.03,0
1504160670.913,443,1524.96,0
1504160670.917,443,1524.96,0
1504160670.933,442,1518.90,0
1504160670.937,443,1524.96,0
1504160670.954,441,1512.86,0
1504160670.957,441,1512.86,0
1504160670.974,439,1500.85,0
1504160670.974,440,1506.85,0
1504160670.994,439,1500.85,0
1504160670.995,439,1500.85,0
1504160671.015,437,1488.93,0
1504160671.015,438,1494.88,0
1504160671.035,437,1488.93,0
1504160671.035,437,1488.93,0
1504160671.052,435,1477.08,0
1504160671.056,436,1482.99,0
1504160671.072,434,1471.19,0
1504160671.076,435,1477.08,0
1504160671.093,433,1465.31,0
1504160671.096,434,1471.19,0
1504160671.113,432,1459.46,0
1504160671.117,432,1459.46,0
1504160671.133,430,1447.81,0
1504160671.137,431,1453.63,0
1504160671.154,430,1447.81,0
1504160671.158,430,1447.81,0
1504160671.174,428,1436.24,0
1504160671.175,429,1442.02,0
1504160671.195,428,1436.24,0
1504160671.195,428,1436.24,0
1504160671.215,427,1430.49,0
1504160671.215,426,1424.75,0
1504160671.231,425,1419.03,0
1504160671.235,426,1424.75,0
1504160671.252,425,1419.03,0
1504160671.256,424,1413.33,0
1504160671.273,423,1407.65,0
1504160671.276,423,1407.65,0
1504160671.293,422,1401.99,0
1504160671.297,422,1401.99,0
1504160671.313,420,1390.73,0
1504160671.317,421,1396.35,0
1504160671.334,420,1390.73,0
1504160671.338,419,1385.12,0
1504160671.354,418,1379.54,0
1504160671.354,418,1379.54,0
1504160671.374,417,1373.97,0
1504160671.375,417,1373.97,0
1504160671.395,415,1362.89,0
1504160671.395,416,1368.42,0
1504160671.415,415,1362.89,0
1504160671.415,414,1357.38,0
1504160671.432,413,1351.88,0
1504160671.436,413,1351.88,0
1504160671.452,412,1346.41,0
1504160671.456,412,1346.41,0
1504160671.472,411,1340.95,0
1504160671.476,412,1346.41,0
1504160671.493,410,1335.50,0
1504160671.497,410,1335.50,0
1504160671.514,408,1324.68,0
1504160671.514,409,1330.08,0
1504160671.534,407,1319.29,0
1504160671.534,407,1319.29,0
1504160671.554,406,1313.92,0
1504160671.555,404,1303.23,0
1504160671.574,405,1308.56,0
1504160671.575,405,1308.56,0
1504160671.595,404,1303.23,0
1504160671.595,402,1292.60,0
1504160671.612,402,1292.60,0
1504160671.616,402,1292.60,0
1504160671.632,401,1287.32,0
1504160671.636,400,1282.05,0
1504160671.653,400,1282.05,0
1504160671.657,400,1282.05,0
1504160671.674,399,1276.80,0
1504160671.677,398,1271.57,0
1504160671.693,397,1266.35,0
1504160671.697,398,1271.57,0
1504160671.714,396,1261.15,0
1504160671.718,396,1261.15,0
1504160671.734,394,1250.79,0
1504160671.734,395,1255.96,0
1504160671.755,393,1245.64,0
1504160671.755,393,1245.64,0
1504160671.772,392,1240.51,0
1504160671.775,392,1240.51,0
1504160671.792,391,1235.39,0
1504160671.796,391,1235.39,0
1504160671.812,390,1230.28,0
1504160671.816,390,1230.28,0
1504160671.832,389,1225.20,0
1504160671.836,389,1225.20,0
1504160671.853,389,1225.20,0
1504160671.857,386,1210.03,0
1504160671.873,388,1220.13,0
1504160671.877,388,1220.13,0
1504160671.894,387,1215.07,0
1504160671.897,384,1200.00,0
1504160671.914,385,1205.01,0
1504160671.914,385,1205.01,0
1504160671.935,385,1205.01,0
1504160671.935,383,1195.01,0
1504160671.955,384,1200.00,0
1504160671.955,384,1200.00,0
1504160671.975,383,1195.01,0
1504160671.975,381,1185.07,0
1504160671.992,383,1195.01,0
1504160671.996,383,1195.01,0
1504160672.012,382,1190.03,0
1504160672.016,381,1185.07,0
1504160672.033,381,1185.07,0
1504160672.037,381,1185.07,0
1504160672.053,381,1185.07,0
1504160672.057,380,1180.12,0
1504160672.074,379,1175.19,0
1504160672.074,380,1180.12,0
1504160672.094,379,1175.19,0
1504160672.094,378,1170.28,0
1504160672.114,378,1170.28,0
1504160672.115,378,1170.28,0
1504160672.135,378,1170.28,0
1504160672.135,377,1165.38,0
1504160672.151,377,1165.38,0
1504160672.155,378,1170.28,0
1504160672.172,378,1170.28,0
1504160672.176,377,1165.38,0
1504160672.192,378,1170.28,0
1504160672.196,374,1150.77,0
1504160672.213,378,1170.28,0
1504160672.217,378,1170.28,0
1504160672.233,379,1175.19,0
1504160672.237,375,1155.62,0
1504160672.253,379,1175.19,0
1504160672.257,379,1175.19,0
1504160672.274,379,1175.19,0
1504160672.278,376,1160.49,0
1504160672.294,379,1175.19,0
1504160672.295,379,1175.19,0
1504160672.315,380,1180.12,0
1504160672.315,378,1170.28,0
1504160672.331,380,1180.12,0
1504160672.335,380,1180.12,0
1504160672.351,381,1185.07,0
1504160672.356,379,1175.19,0
1504160672.372,381,1185.07,0
1504160672.376,381,1185.07,0
1504160672.392,381,1185.07,0
1504160672.396,379,1175.19,0
1504160672.413,380,1180.12,0
1504160672.417,381,1185.07,0
1504160672.433,380,1180.12,0
1504160672.437,379,1175.19,0
1504160672.454,379,1175.19,0
1504160672.454,379,1175.19,0
1504160672.474,379,1175.19,0
1504160672.475,378,1170.28,0
1504160672.494,378,1170.28,0
1504160672.495,372,1141.10,0
1504160672.515,377,1165.38,0
1504160672.515,376,1160.49,0
1504160672.535,376,1160.49,0
1504160672.535,371,1136.29,0
1504160672.552,375,1155.62,0
1504160672.556,375,1155.62,0
1504160672.572,374,1150.77,0
1504160672.576,369,1126.72,0
1504160672.593,373,1145.93,0
1504160672.597,373,1145.93,0
1504160672.613,372,1141.10,0
1504160672.617,368,1121.95,0
1504160672.634,372,1141.10,0
1504160672.637,371,1136.29,0
1504160672.654,371,1136.29,0
1504160672.658,368,1121.95,0
1504160672.674,371,1136.29,0
1504160672.675,371,1136.29,0
1504160672.695,370,1131.50,0
1504160672.695,367,1117.20,0
1504160672.711,369,1126.72,0
1504160672.715,369,1126.72,0
1504160672.732,367,1117.20,0
1504160672.736,364,1103.03,0
1504160672.752,365,1107.74,0
1504160672.756,365,1107.74,0
1504160672.773,364,1103.03,0
1504160672.777,362,1093.66,0
1504160672.793,363,1098.34,0
1504160672.797,363,1098.34,0
1504160672.814,363,1098.34,0
1504160672.817,361,1088.99,0
1504160672.834,361,1088.99,0
1504160672.838,355,1061.29,0
1504160672.854,361,1088.99,0
1504160672.855,360,1084.34,0
1504160672.875,360,1084.34,0
1504160672.876,355,1061.29,0
1504160672.895,360,1084.34,0
1504160672.895,359,1079.70,0
1504160672.916,359,1079.70,0
1504160672.916,354,1056.72,0
1504160672.932,359,1079.70,0
1504160672.936,358,1075.08,0
1504160672.953,358,1075.08,0
1504160672.957,353,1052.16,0
1504160672.973,357,1070.46,0
1504160672.977,357,1070.46,0
1504160672.993,357,1070.46,0
1504160672.997,353,1052.16,0
1504160673.014,356,1065.87,0
1504160673.014,355,1061.29,0
1504160673.034,355,1061.29,0
1504160673.034,351,1043.09,0
1504160673.054,353,1052.16,0
1504160673.055,353,1052.16,0
1504160673.075,352,1047.62,0
1504160673.076,349,1034.07,0
1504160673.092,351,1043.09,0
1504160673.095,350,1038.58,0
1504160673.112,350,1038.58,0
1504160673.116,347,1025.11,0
1504160673.132,349,1034.07,0
1504160673.136,341,998.54,0
1504160673.153,348,1029.59,0
1504160673.157,346,1020.65,0
1504160673.174,347,1025.11,0
1504160673.177,340,994.15,0
1504160673.194,347,1025.11,0
1504160673.197,345,1016.20,0
1504160673.214,346,1020.65,0
1504160673.214,339,989.78,0
1504160673.234,346,1020.65,0
1504160673.234,344,1011.76,0
1504160673.255,345,1016.20,0
1504160673.255,339,989.78,0
1504160673.271,345,1016.20,0
1504160673.275,344,1011.76,0
1504160673.292,345,1016.20,0
1504160673.296,339,989.78,0
1504160673.312,344,1011.76,0
1504160673.316,343,1007.34,0
1504160673.334,344,1011.76,0
1504160673.336,339,989.78,0
1504160673.353,343,1007.34,0
1504160673.357,343,1007.34,0
1504160673.373,343,1007.34,0
1504160673.377,338,985.42,0
1504160673.394,342,1002.93,0
1504160673.394,342,1002.93,0
1504160673.414,342,1002.93,0
1504160673.415,337,981.08,0
1504160673.431,341,998.54,0
1504160673.435,341,998.54,0
1504160673.451,340,994.15,0
1504160673.455,337,981.08,0
1504160673.472,339,989.78,0
1504160673.475,331,955.27,0
1504160673.492,339,989.78,0
1504160673.496,336,976.74,0
1504160673.513,337,981.08,0
1504160673.517,330,951.01,0
1504160673.533,337,981.08,0
1504160673.537,335,972.42,0
1504160673.554,336,976.74,0
1504160673.557,330,951.01,0
1504160673.574,336,976.74,0
1504160673.574,334,968.12,0
1504160673.594,335,972.42,0
1504160673.595,328,942.53,0
1504160673.615,334,968.12,0
1504160673.615,333,963.82,0
1504160673.635,333,963.82,0
1504160673.635,327,938.31,0
1504160673.652,333,963.82,0
1504160673.656,332,959.54,0
1504160673.672,332,959.54,0
1504160673.676,326,934.10,0
1504160673.693,331,955.27,0
1504160673.696,330,951.01,0
1504160673.713,330,951.01,0
1504160673.717,325,929.90,0
1504160673.733,330,951.01,0
1504160673.733,329,946.76,0
1504160673.754,329,946.76,0
1504160673.754,325,929.90,0
1504160673.775,329,946.76,0
1504160673.775,321,913.23,0
1504160673.794,330,951.01,0
1504160673.795,326,934.10,0
1504160673.815,328,942.53,0
1504160673.815,320,909.09,0
1504160673.831,328,942.53,0
1504160673.835,324,925.71,0
1504160673.852,326,934.10,0
1504160673.856,318,900.85,0
1504160673.872,326,934.10,0
1504160673.876,322,917.38,0
1504160673.893,325,929.90,0
1504160673.897,318,900.85,0
1504160673.913,326,934.10,0
1504160673.917,322,917.38,0
1504160673.934,324,925.71,0
1504160673.937,318,900.85,0
1504160673.954,325,929.90,0
1504160673.954,323,921.54,0
1504160673.974,324,925.71,0
1504160673.975,317,896.75,0
1504160673.991,324,925.71,0
1504160673.995,322,917.38,0
1504160674.011,323,921.54,0
1504160674.016,317,896.75,0
1504160674.032,323,921.54,0
1504160674.036,321,913.23,0
1504160674.052,322,917.38,0
1504160674.056,316,892.66,0
1504160674.073,322,917.38,0
1504160674.076,321,913.23,0
1504160674.093,321,913.23,0
1504160674.097,316,892.66,0
1504160674.113,319,904.96,0
1504160674.117,311,872.37,0
1504160674.134,320,909.09,0
1504160674.134,315,888.58,0
1504160674.154,318,900.85,0
1504160674.154,311,872.37,0
1504160674.175,320,909.09,0
1504160674.175,315,888.58,0
1504160674.195,319,904.96,0
1504160674.196,311,872.37,0
1504160674.211,320,909.09,0
1504160674.216,316,892.66,0
1504160674.232,319,904.96,0
1504160674.236,311,872.37,0
1504160674.252,320,909.09,0
1504160674.256,317,896.75,0
1504160674.273,319,904.96,0
1504160674.277,311,872.37,0
1504160674.293,320,909.09,0
1504160674.294,317,896.75,0
1504160674.314,320,909.09,0
1504160674.314,312,876.40,0
1504160674.334,320,909.09,0
1504160674.334,317,896.75,0
1504160674.354,320,909.09,0
1504160674.355,313,880.45,0
1504160674.371,320,909.09,0
1504160674.375,318,900.85,0
1504160674.391,320,909.09,0
1504160674.396,313,880.45,0
1504160674.413,316,892.66,0
1504160674.416,309,864.34,0
1504160674.432,320,909.09,0
1504160674.436,313,880.45,0
1504160674.453,317,896.75,0
1504160674.457,309,864.34,0
1504160674.473,319,904.96,0
1504160674.477,314,884.51,0
1504160674.494,317,896.75,0
1504160674.498,310,868.35,0
1504160674.514,319,904.96,0
1504160674.514,314,884.51,0
1504160674.534,318,900.85,0
1504160674.535,310,868.35,0
1504160674.555,320,909.09,0
1504160674.555,315,888.58,0
1504160674.575,318,900.85,0
1504160674.576,310,868.35,0
1504160674.592,320,909.09,0
1504160674.596,315,888.58,0
1504160674.612,321,913.23,0
1504160674.616,313,880.45,0
1504160674.632,323,921.54,0
1504160674.636,319,904.96,0
1504160674.653,322,917.38,0
1504160674.657,314,884.51,0
1504160674.674,323,921.54,0
